Day_of_Week,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Causes_D,Road_Feature_E,Road_Condition_F,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Year,Month,Day,Hour
7,2,155.6,1,2,2,5,8,6,5.0,2017.0,7.0,6.0,7
3,2,428.9,1,3,4,1,1,9,5.0,2016.0,2.0,3.0,16
6,2,228.0,1,2,4,1,2,6,5.0,2015.0,9.0,5.0,9
6,2,260.8,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,6
2,2,415.12,1,3,4,1,3,5,5.0,2017.0,7.0,6.0,19
5,2,44.93,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,21
6,2,734.035,2,4,4,1,1,5,5.0,2022.0,8.0,7.0,13
5,1,499.25,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,11
2,2,464.3,1,2,4,1,2,6,9.0,2017.0,7.0,6.0,19
4,2,433.38,1,3,4,1,10,1,6.0,2015.0,4.0,6.0,11
2,2,217.6,2,2,4,1,2,6,5.0,2017.0,7.0,6.0,15
4,2,231.8,1,2,2,4,9,6,5.0,2017.0,7.0,6.0,4
3,2,193.35,1,2,2,1,2,1,5.0,2017.0,7.0,6.0,15
6,2,7.53,1,4,4,1,1,3,7.0,2017.0,7.0,6.0,18
2,2,247.3,2,1,4,2,2,1,5.0,2017.0,12.0,12.0,23
5,2,426.28,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,0
1,2,479.55,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
4,2,199.7,2,2,2,1,10,11,5.0,2017.0,7.0,6.0,3
6,2,480.25,2,3,4,1,1,5,5.0,2016.0,2.0,7.0,7
1,2,48.65,1,4,4,1,1,1,5.0,2023.0,12.0,3.0,11
4,2,488.9,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,21
2,2,433.3,2,4,4,1,3,5,5.0,2017.0,7.0,6.0,0
4,2,143.3,2,5,4,1,1,11,1.0,2017.0,7.0,6.0,3
2,2,435.18,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
3,1,501.4,2,3,4,1,2,5,5.0,2017.0,1.0,11.0,0
4,2,235.35,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,13
5,2,240.5,2,1,4,2,2,6,1.0,2017.0,7.0,6.0,20
4,1,36.595,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,14
7,2,184.6,1,3,2,1,10,6,5.0,2017.0,2.0,4.0,16
6,2,465.5,1,2,4,1,1,6,5.0,2022.0,1.0,7.0,10
3,2,400.575,2,2,4,1,1,1,6.0,2017.0,7.0,6.0,12
4,2,481.5,1,3,4,1,1,3,6.0,2017.0,9.0,3.0,16
4,2,493.0,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,23
7,2,16.7,1,1,4,1,5,5,5.0,2022.0,9.0,7.0,19
5,2,194.25,2,2,4,1,1,5,5.0,2022.0,7.0,7.0,15
7,2,191.5,1,4,4,2,1,5,5.0,2017.0,7.0,6.0,7
3,2,138.8,2,2,4,1,1,6,9.0,2017.0,7.0,6.0,10
4,1,256.8,1,5,4,1,1,5,5.0,2022.0,8.0,6.0,2
6,2,232.7,2,2,4,1,1,5,5.0,2018.0,7.0,4.0,11
2,1,498.45,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,18
3,2,417.25,2,3,4,1,1,1,5.0,2017.0,3.0,5.0,7
7,2,179.4,2,2,4,1,2,1,5.0,2017.0,7.0,6.0,19
5,2,170.0,2,4,2,4,10,1,5.0,2017.0,7.0,6.0,18
4,2,241.6,2,2,2,1,1,6,5.0,2017.0,7.0,6.0,3
1,2,403.308,2,3,4,1,1,1,5.0,2015.0,2.0,2.0,1
5,2,209.0,2,2,4,2,2,1,5.0,2017.0,7.0,6.0,16
1,2,440.5,1,3,4,1,2,5,5.0,2016.0,11.0,7.0,9
1,2,133.7,2,3,4,1,1,8,5.0,2017.0,7.0,6.0,22
1,1,501.95,1,3,4,1,1,5,1.0,2017.0,7.0,6.0,12
1,2,454.8,1,2,4,1,1,5,5.0,2017.0,6.0,11.0,1
4,2,242.1,1,3,4,8,2,10,5.0,2015.0,12.0,2.0,17
6,2,415.36,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,5
3,1,496.6,2,2,4,1,1,1,5.0,2015.0,8.0,4.0,21
2,2,491.5,2,3,4,1,3,9,5.0,2017.0,7.0,6.0,1
1,2,479.6,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
7,2,421.18,2,2,4,1,1,6,5.0,2015.0,11.0,10.0,11
1,2,236.8,1,2,4,4,3,6,5.0,2015.0,2.0,2.0,19
1,2,678.195,2,2,4,1,1,1,5.0,2022.0,5.0,6.0,2
6,1,492.85,1,3,4,1,10,5,1.0,2015.0,6.0,6.0,15
2,2,435.32,1,3,4,1,1,11,5.0,2017.0,12.0,9.0,20
5,2,233.4,2,3,4,1,2,5,5.0,2017.0,7.0,6.0,14
7,1,497.95,1,3,4,1,1,9,5.0,2017.0,7.0,6.0,2
7,2,161.9,2,3,4,1,1,1,5.0,2022.0,11.0,6.0,23
7,2,244.4,2,2,2,4,12,5,3.0,2013.0,6.0,1.0,8
2,1,494.35,2,3,4,1,1,9,5.0,2016.0,11.0,10.0,22
2,2,422.5,2,3,4,1,1,6,5.0,2015.0,4.0,8.0,0
2,1,496.141,2,3,4,1,1,11,5.0,2015.0,3.0,2.0,11
1,2,197.3,1,2,2,1,2,5,5.0,2017.0,7.0,6.0,20
1,2,247.8,2,5,4,1,3,1,5.0,2018.0,1.0,1.0,23
3,2,162.7,1,2,4,2,2,11,5.0,2017.0,7.0,6.0,18
6,2,450.16,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,6
1,2,410.9,2,3,4,1,10,1,5.0,2015.0,8.0,6.0,11
6,2,186.2,1,3,2,2,9,5,5.0,2017.0,7.0,6.0,10
3,2,220.8,1,2,2,2,8,1,1.0,2013.0,6.0,11.0,13
4,2,484.0,1,2,4,1,1,11,6.0,2017.0,12.0,10.0,22
6,1,499.35,2,1,4,1,1,5,6.0,2017.0,7.0,6.0,20
6,2,29.3,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,13
1,2,450.15,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,8
3,2,47.2,1,1,4,1,1,6,5.0,2023.0,3.0,10.0,20
5,2,231.8,2,2,2,1,10,6,5.0,2017.0,7.0,6.0,3
4,2,200.2,2,3,4,2,2,5,5.0,2017.0,7.0,6.0,9
7,2,230.5,1,4,2,1,2,7,5.0,2017.0,2.0,7.0,15
4,1,496.15,2,2,4,1,2,6,5.0,2015.0,9.0,7.0,16
7,2,225.2,2,5,2,2,2,6,5.0,2017.0,7.0,6.0,12
1,1,492.84,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,0
7,2,141.45,2,5,4,1,1,1,5.0,2017.0,7.0,6.0,23
1,2,451.08,2,3,4,1,1,1,5.0,2015.0,6.0,7.0,12
7,2,27.9,1,3,4,1,1,7,5.0,2017.0,7.0,6.0,16
6,2,158.9,2,1,4,2,2,6,5.0,2017.0,7.0,6.0,18
6,2,102.2,2,2,4,1,1,1,5.0,2022.0,8.0,7.0,19
1,2,27.75,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,10
2,2,231.2,1,2,2,1,10,5,1.0,2013.0,10.0,12.0,9
3,2,508.2,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,21
5,2,139.6,1,5,4,1,1,11,1.0,2022.0,10.0,11.0,21
5,2,494.35,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,14
4,2,205.5,1,2,4,1,1,7,8.0,2022.0,6.0,7.0,14
5,2,189.6,1,1,4,1,1,6,5.0,2018.0,9.0,3.0,11
2,1,490.0,2,2,4,1,2,6,5.0,2017.0,7.0,6.0,13
6,1,492.0,2,3,4,1,11,1,5.0,2017.0,7.0,6.0,3
4,2,56.8,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,16
3,1,400.575,2,2,4,1,5,1,5.0,2022.0,9.0,8.0,11
5,2,213.6,2,2,2,1,10,5,5.0,2017.0,12.0,5.0,13
4,2,471.9,2,2,4,1,3,1,5.0,2017.0,7.0,6.0,8
4,2,484.0,2,3,4,1,1,5,5.0,2015.0,12.0,3.0,3
7,2,94.68,2,3,4,1,1,15,5.0,2017.0,7.0,6.0,13
6,2,468.32,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,13
7,1,503.96,2,3,4,1,1,5,5.0,2017.0,7.0,5.0,23
6,2,233.4,2,4,2,1,2,5,5.0,2017.0,7.0,6.0,20
7,2,178.4,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,6
5,2,205.4,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
3,2,183.9,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,11
1,2,123.9,1,2,4,1,1,1,15.0,2017.0,7.0,6.0,6
4,2,142.6,1,5,4,1,1,3,15.0,2017.0,7.0,6.0,16
1,2,120.4,2,2,4,1,1,6,5.0,2022.0,4.0,9.0,20
4,2,234.9,1,4,4,1,1,5,5.0,2017.0,7.0,6.0,7
4,2,502.5,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,13
1,2,229.0,1,3,2,2,9,1,5.0,2017.0,7.0,6.0,1
7,2,48.62,2,2,4,1,1,6,1.0,2023.0,8.0,7.0,16
6,2,422.3,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,0
3,2,415.0,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,12
3,2,451.45,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,14
4,2,491.3,2,3,4,1,1,5,5.0,2015.0,5.0,11.0,4
1,2,514.5,2,3,4,1,1,11,5.0,2017.0,1.0,5.0,16
4,2,509.7,2,3,4,1,1,5,5.0,2016.0,8.0,12.0,5
2,2,484.55,1,2,4,1,2,5,5.0,2017.0,7.0,6.0,5
4,2,204.7,2,1,2,1,1,11,5.0,2017.0,4.0,5.0,19
4,2,219.2,1,3,2,8,10,11,5.0,2017.0,7.0,6.0,16
6,2,431.2,2,2,4,1,11,6,5.0,2017.0,7.0,1.0,20
2,1,497.7,2,3,4,1,1,6,5.0,2016.0,1.0,11.0,8
2,2,203.6,2,4,2,2,2,5,5.0,2017.0,7.0,6.0,7
7,1,500.05,2,4,4,1,1,8,5.0,2017.0,7.0,6.0,11
4,2,483.85,2,3,4,1,3,1,5.0,2017.0,6.0,7.0,17
2,2,207.6,2,1,2,1,12,1,5.0,2017.0,7.0,6.0,19
3,2,493.6,1,3,4,1,1,9,5.0,2016.0,10.0,2.0,16
6,2,228.2,1,3,4,1,2,6,5.0,2017.0,7.0,6.0,18
7,2,453.18,2,2,4,1,1,5,6.0,2017.0,7.0,6.0,7
7,2,184.9,2,3,4,1,1,10,5.0,2017.0,7.0,6.0,16
6,2,510.0,2,3,4,1,1,1,5.0,2017.0,11.0,2.0,10
1,2,180.1,1,2,1,1,2,1,5.0,2017.0,7.0,6.0,12
5,2,185.4,1,2,2,4,10,6,5.0,2017.0,7.0,6.0,8
6,2,180.0,2,3,4,1,2,5,5.0,2017.0,9.0,12.0,19
3,2,416.36,2,3,4,1,1,1,5.0,2017.0,12.0,4.0,19
3,2,15.195,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,15
6,2,413.2,1,3,4,1,11,1,5.0,2017.0,7.0,6.0,6
1,2,238.7,2,3,4,1,2,11,5.0,2017.0,5.0,6.0,13
4,2,17.495,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,22
1,2,482.7,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,8
7,2,239.9,1,2,4,2,1,6,5.0,2017.0,8.0,10.0,2
3,2,501.6,2,2,4,1,3,1,5.0,2017.0,7.0,6.0,15
6,2,464.45,2,1,4,1,3,1,5.0,2017.0,8.0,4.0,23
1,2,477.0,1,3,4,1,10,5,5.0,2015.0,1.0,6.0,23
7,2,282.8,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,16
1,2,223.1,2,2,4,1,2,6,5.0,2018.0,2.0,4.0,19
6,2,82.1,1,2,4,1,5,1,5.0,2017.0,7.0,6.0,8
5,2,413.2,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
2,2,430.62,2,3,4,1,4,1,5.0,2016.0,9.0,8.0,1
4,2,187.7,2,3,4,1,2,11,5.0,2017.0,7.0,6.0,19
2,2,181.8,2,1,4,1,1,5,5.0,2018.0,12.0,6.0,4
7,2,210.4,2,3,2,3,4,5,5.0,2017.0,7.0,6.0,1
5,1,464.62,2,3,4,1,1,3,5.0,2017.0,7.0,6.0,12
6,1,506.1,2,3,4,1,1,11,5.0,2017.0,7.0,6.0,21
4,2,515.23,1,1,4,1,10,5,5.0,2015.0,4.0,6.0,1
4,2,37.75,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,6
6,2,104.3,2,5,4,1,1,11,1.0,2022.0,7.0,10.0,2
3,1,507.1,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,14
1,2,112.1,2,5,4,1,1,1,14.0,2017.0,7.0,6.0,18
1,1,494.35,2,3,4,1,4,9,5.0,2017.0,7.0,6.0,18
1,2,258.8,1,2,4,1,1,1,5.0,2022.0,5.0,6.0,13
5,2,211.0,2,4,4,2,1,6,5.0,2018.0,5.0,1.0,11
7,1,42.65,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,12
6,2,240.0,2,1,2,2,1,14,5.0,2017.0,7.0,1.0,20
3,2,448.6,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,10
5,2,83.5,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,11
1,2,458.42,1,3,4,1,1,6,5.0,2016.0,7.0,3.0,8
7,2,19.0,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,18
6,2,407.7,1,3,4,1,10,5,5.0,2015.0,2.0,5.0,23
6,2,227.8,1,2,2,4,10,6,12.0,2014.0,10.0,5.0,9
7,2,220.0,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,16
2,2,177.8,1,2,2,1,2,6,5.0,2017.0,12.0,12.0,14
1,2,191.7,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,15
5,2,200.0,2,4,4,1,1,1,5.0,2017.0,7.0,6.0,0
4,2,249.4,1,2,4,4,2,1,5.0,2018.0,6.0,12.0,23
4,2,203.2,2,2,4,1,3,5,5.0,2015.0,9.0,4.0,6
3,2,491.12,1,2,4,1,10,5,5.0,2017.0,7.0,6.0,16
1,2,123.0,2,2,4,1,1,1,14.0,2017.0,7.0,6.0,4
3,2,420.36,1,3,4,1,1,1,6.0,2015.0,1.0,4.0,18
5,2,245.8,2,2,4,4,10,7,6.0,2017.0,7.0,6.0,9
6,2,155.2,1,3,4,1,2,5,5.0,2017.0,7.0,6.0,0
3,2,485.0,2,2,4,1,1,8,5.0,2015.0,4.0,3.0,1
5,2,183.25,1,3,2,1,1,6,5.0,2017.0,7.0,6.0,5
3,1,741.375,2,4,4,1,1,11,5.0,2017.0,7.0,6.0,12
6,2,187.2,1,3,2,1,1,1,5.0,2017.0,7.0,6.0,11
6,2,468.18,2,3,4,1,2,8,5.0,2016.0,6.0,8.0,22
7,2,189.3,2,2,4,1,2,1,5.0,2017.0,8.0,10.0,18
1,2,447.2,2,3,4,1,1,11,1.0,2017.0,7.0,6.0,6
2,2,20.6,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,17
5,2,44.88,1,2,4,1,1,1,5.0,2023.0,12.0,1.0,21
5,2,453.1,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,1
5,2,230.2,1,5,4,4,1,5,6.0,2017.0,7.0,6.0,14
5,2,454.15,1,3,4,1,1,5,1.0,2017.0,8.0,9.0,19
6,2,432.7,2,4,4,1,1,6,5.0,2017.0,4.0,2.0,20
1,2,400.575,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,20
2,2,21.19,1,2,4,1,5,6,5.0,2022.0,8.0,8.0,12
3,1,501.6,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,2
6,2,436.98,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,16
2,1,492.9,1,2,4,1,1,11,5.0,2017.0,7.0,6.0,18
7,1,493.2,1,4,4,1,1,5,5.0,2017.0,7.0,6.0,6
3,2,465.3,1,3,4,1,1,5,5.0,2015.0,12.0,8.0,9
1,2,226.2,1,3,1,4,8,11,5.0,2017.0,7.0,6.0,11
2,2,236.5,1,2,2,8,9,5,5.0,2013.0,12.0,11.0,20
3,2,242.0,1,4,4,4,2,3,5.0,2017.0,7.0,6.0,20
1,2,245.2,1,2,4,2,2,1,6.0,2015.0,1.0,6.0,19
2,2,173.4,2,4,3,4,7,1,5.0,2017.0,7.0,6.0,13
3,2,400.575,2,2,4,1,1,6,6.0,2017.0,7.0,6.0,18
7,2,520.0,2,3,4,1,1,6,5.0,2017.0,9.0,4.0,14
5,2,462.7,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,14
7,2,202.6,2,2,2,4,9,1,2.0,2017.0,7.0,6.0,4
3,2,213.6,2,4,4,1,1,1,5.0,2017.0,1.0,11.0,7
7,2,191.5,2,1,4,2,2,6,5.0,2017.0,12.0,11.0,19
6,2,508.5,1,3,4,1,1,1,5.0,2016.0,3.0,12.0,23
5,2,38.9,1,2,4,1,1,1,9.0,2023.0,4.0,5.0,16
4,2,508.5,2,4,4,1,1,1,5.0,2017.0,7.0,6.0,11
1,2,486.8,1,1,4,1,1,9,5.0,2016.0,2.0,5.0,20
7,2,225.1,1,2,2,4,9,5,1.0,2014.0,8.0,6.0,5
6,2,178.1,1,3,2,4,10,6,5.0,2017.0,7.0,6.0,5
1,2,221.4,2,3,2,2,1,6,5.0,2017.0,7.0,6.0,8
5,2,450.0,2,3,4,1,1,6,5.0,2016.0,5.0,2.0,16
1,2,191.0,2,4,4,3,2,11,1.0,2017.0,7.0,6.0,2
1,2,221.4,1,3,2,1,2,6,5.0,2017.0,10.0,7.0,19
2,2,234.8,2,3,4,1,1,1,5.0,2022.0,6.0,6.0,7
6,2,28.2,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,2
4,2,454.9,1,2,4,1,1,1,5.0,2016.0,1.0,12.0,21
1,1,27.6,2,2,4,1,1,6,5.0,2022.0,3.0,7.0,16
7,2,153.6,2,2,4,1,2,14,5.0,2017.0,7.0,6.0,20
7,2,185.2,2,3,4,3,3,5,5.0,2017.0,7.0,6.0,22
7,2,238.9,1,2,2,1,2,6,5.0,2017.0,7.0,6.0,19
5,1,493.1,2,2,4,1,3,11,5.0,2015.0,2.0,1.0,15
6,2,138.9,1,2,4,1,1,1,6.0,2017.0,7.0,6.0,18
1,2,177.6,2,4,4,8,3,1,6.0,2017.0,7.0,6.0,2
4,1,497.1,1,2,4,1,1,6,5.0,2016.0,11.0,2.0,11
6,2,425.4,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,7
5,2,400.575,2,2,4,1,1,11,5.0,2022.0,4.0,8.0,20
3,2,189.3,2,2,4,1,1,6,5.0,2017.0,11.0,10.0,8
5,1,497.85,1,2,4,1,11,5,5.0,2017.0,6.0,1.0,22
7,1,501.55,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,17
6,2,46.3,1,2,4,1,1,6,1.0,2017.0,7.0,6.0,16
7,2,170.95,1,2,4,1,1,15,5.0,2017.0,7.0,6.0,10
2,2,226.4,2,3,4,1,2,6,5.0,2017.0,7.0,6.0,16
4,2,143.6,2,2,4,1,1,11,6.0,2017.0,7.0,6.0,7
2,1,485.4,2,1,4,1,1,9,5.0,2016.0,11.0,10.0,0
3,2,173.4,2,2,2,4,9,5,5.0,2017.0,7.0,6.0,9
2,2,177.6,1,3,2,4,9,1,1.0,2013.0,5.0,11.0,8
4,2,502.0,1,2,4,1,1,5,5.0,2015.0,7.0,5.0,13
2,2,460.65,1,2,4,1,4,6,5.0,2017.0,7.0,6.0,21
5,2,251.9,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,21
7,1,493.1,2,3,4,1,1,9,5.0,2015.0,12.0,7.0,20
3,2,441.7,2,1,4,1,1,6,5.0,2016.0,12.0,10.0,19
1,2,126.85,2,5,4,1,1,1,5.0,2017.0,7.0,6.0,23
3,2,242.0,2,2,4,1,2,6,5.0,2017.0,7.0,6.0,16
5,2,229.0,1,3,2,1,10,7,6.0,2014.0,2.0,5.0,10
5,2,225.8,2,2,4,1,2,11,5.0,2017.0,7.0,6.0,19
2,2,737.695,2,4,4,1,1,5,5.0,2017.0,7.0,6.0,12
6,2,196.6,2,3,4,1,2,1,5.0,2017.0,7.0,6.0,7
5,2,49.09,2,2,4,1,1,6,1.0,2017.0,7.0,6.0,10
4,2,479.8,1,2,4,1,1,3,5.0,2017.0,1.0,6.0,2
5,2,418.1,1,2,4,1,1,1,3.0,2015.0,6.0,2.0,0
3,1,495.4,2,2,4,1,1,9,5.0,2015.0,4.0,11.0,20
5,2,189.6,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,2
3,2,221.0,1,2,4,4,3,5,5.0,2017.0,7.0,6.0,12
3,2,467.3,1,2,4,1,3,5,5.0,2017.0,7.0,6.0,22
5,2,476.8,1,3,4,1,1,1,11.0,2017.0,7.0,6.0,6
1,1,497.9,1,2,4,1,1,5,6.0,2017.0,7.0,6.0,7
3,2,232.8,2,3,2,3,8,6,5.0,2013.0,4.0,12.0,5
3,2,242.0,2,2,4,1,2,14,5.0,2017.0,2.0,8.0,15
2,2,157.7,1,2,2,4,1,5,1.0,2014.0,9.0,9.0,17
2,2,415.14,2,2,4,1,2,5,5.0,2015.0,7.0,7.0,21
1,2,411.32,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,20
1,2,477.5,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,4
2,1,496.05,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
5,2,228.0,1,1,4,1,1,6,5.0,2015.0,12.0,6.0,14
4,2,481.95,2,3,4,1,1,10,6.0,2017.0,7.0,6.0,14
3,2,238.0,1,3,2,4,1,5,6.0,2017.0,7.0,6.0,19
3,2,403.3,1,4,4,1,1,8,5.0,2017.0,7.0,6.0,17
1,2,492.2,2,2,4,1,1,9,5.0,2016.0,10.0,10.0,16
3,2,250.15,1,3,2,2,9,5,5.0,2017.0,7.0,6.0,5
6,2,152.4,1,3,4,2,2,1,5.0,2017.0,7.0,6.0,18
2,2,704.395,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,14
4,1,494.4,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,9
3,2,221.7,2,2,4,4,2,6,1.0,2017.0,7.0,6.0,14
4,2,466.95,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,21
4,2,161.9,2,4,4,1,2,15,5.0,2018.0,10.0,5.0,14
6,2,456.35,1,2,4,1,1,5,5.0,2016.0,5.0,3.0,2
7,1,499.3,1,2,4,1,1,1,5.0,2015.0,4.0,10.0,5
5,2,202.4,1,2,2,1,1,11,5.0,2017.0,7.0,6.0,23
1,2,412.76,2,3,4,1,2,7,5.0,2017.0,7.0,6.0,12
3,1,496.6,1,3,4,1,3,6,5.0,2017.0,7.0,6.0,14
6,2,221.2,2,1,2,1,1,3,14.0,2017.0,7.0,6.0,14
5,2,511.4,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,1
2,2,465.5,2,2,4,1,1,1,5.0,2022.0,11.0,7.0,15
5,2,485.6,2,2,4,1,1,6,5.0,2017.0,4.0,8.0,11
6,2,435.8,1,2,4,1,1,9,5.0,2017.0,7.0,6.0,8
7,2,178.65,2,3,2,4,1,1,5.0,2017.0,9.0,4.0,10
5,2,205.8,2,2,2,4,10,11,5.0,2017.0,7.0,6.0,4
5,1,14.5,2,2,4,1,5,5,5.0,2017.0,7.0,6.0,14
5,2,221.3,1,2,4,1,2,3,5.0,2018.0,9.0,3.0,19
1,2,204.0,1,2,2,3,3,6,5.0,2017.0,7.0,6.0,21
2,2,194.1,1,2,2,1,10,6,5.0,2017.0,7.0,6.0,11
5,2,513.27,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,21
3,2,235.0,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,21
1,1,492.25,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,15
3,2,248.6,2,3,2,8,2,5,5.0,2017.0,7.0,6.0,4
1,2,176.0,1,4,4,4,2,6,5.0,2015.0,12.0,1.0,16
2,2,477.89,2,5,4,1,5,4,5.0,2017.0,7.0,6.0,18
5,2,235.2,2,1,4,2,2,1,1.0,2017.0,7.0,6.0,17
1,2,176.8,2,2,2,1,1,5,5.0,2017.0,7.0,6.0,18
2,2,191.6,1,1,2,2,9,5,5.0,2017.0,7.0,6.0,5
6,1,495.6,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,14
4,1,492.95,1,2,4,1,10,8,5.0,2017.0,7.0,6.0,18
4,2,102.2,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,10
7,1,502.05,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,2
5,2,238.2,2,3,4,2,1,6,11.0,2015.0,2.0,1.0,18
6,2,215.4,2,2,2,2,10,5,5.0,2017.0,7.0,6.0,4
6,2,468.4,2,2,4,1,1,5,5.0,2017.0,3.0,6.0,2
6,2,251.0,1,1,2,2,8,5,5.0,2017.0,7.0,6.0,1
4,2,124.8,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,6
6,2,225.2,1,2,2,4,10,1,1.0,2014.0,6.0,9.0,23
1,2,704.395,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,13
4,2,226.9,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
7,1,496.05,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,13
5,2,181.4,1,3,1,1,10,6,5.0,2017.0,7.0,6.0,14
4,2,214.35,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,23
6,2,170.8,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,12
4,1,497.05,2,3,4,1,3,9,5.0,2017.0,7.0,6.0,11
7,1,496.75,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,15
7,2,168.7,2,2,4,4,2,6,5.0,2018.0,4.0,3.0,15
5,2,488.0,1,4,4,1,3,6,5.0,2016.0,1.0,1.0,22
4,2,246.6,2,1,2,2,10,11,5.0,2017.0,7.0,6.0,5
1,1,491.25,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,12
6,2,255.9,2,3,4,1,1,8,5.0,2022.0,10.0,6.0,14
3,2,235.0,1,3,4,6,1,6,6.0,2017.0,7.0,6.0,6
2,2,220.8,2,3,2,6,10,6,5.0,2013.0,3.0,12.0,12
5,2,437.74,1,2,4,1,1,11,5.0,2017.0,7.0,6.0,23
4,2,405.85,2,2,4,1,1,1,5.0,2017.0,7.0,12.0,21
7,2,39.4,2,3,4,1,1,1,5.0,2023.0,11.0,3.0,0
6,2,152.45,2,3,4,1,2,6,5.0,2017.0,7.0,6.0,10
2,2,239.2,2,2,2,4,9,1,5.0,2017.0,7.0,6.0,8
1,2,424.24,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,15
6,2,188.45,1,2,4,1,1,8,5.0,2022.0,8.0,7.0,12
7,2,501.55,1,2,4,1,10,1,7.0,2017.0,7.0,6.0,10
5,2,227.4,1,2,2,4,10,1,5.0,2017.0,7.0,6.0,5
7,2,245.2,1,4,4,2,1,5,5.0,2018.0,7.0,1.0,19
7,2,423.95,1,3,4,1,1,6,5.0,2015.0,6.0,12.0,14
7,2,509.0,2,3,4,1,1,5,1.0,2015.0,11.0,10.0,7
6,2,476.78,1,2,4,1,3,1,5.0,2017.0,9.0,12.0,19
1,2,447.65,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,2
